timestamp,bitcoin_price,bitcoin_volume,bitcoin_market_cap,bitcoin_returns,bitcoin_volatility,score,No_Comments,title_sentiment,description_sentiment,score_lag1,score_lag2,score_lag3,score_lag4,score_lag5,score_lag6,score_lag7,No_Comments_lag1,No_Comments_lag2,No_Comments_lag3,No_Comments_lag4,No_Comments_lag5,No_Comments_lag6,No_Comments_lag7,title_sentiment_lag1,title_sentiment_lag2,title_sentiment_lag3,title_sentiment_lag4,title_sentiment_lag5,title_sentiment_lag6,title_sentiment_lag7,description_sentiment_lag1,description_sentiment_lag2,description_sentiment_lag3,description_sentiment_lag4,description_sentiment_lag5,description_sentiment_lag6,description_sentiment_lag7,sentiment,sentiment1,sentiment2,sentiment3,sentiment4,sentiment5,sentiment6,sentiment7,total_sentiment
2025-03-16,84391.69087647168,10761796127.312485,1674173293916.4658,0.00500146680380098,0.6836221607242559,0.0,37.0,-0.9987489,-0.9985529,17.633797462716952,17.633797462716952,22.0,0.0,17.633797462716952,4.0,17.633797462716952,9.0,9.0,28.0,19.0,9.0,1.0,9.0,-0.59567004,-0.59567004,0.9971757,-0.99897134,-0.59567004,-0.35529494,-0.59567004,-0.8622826,-0.8622826,-0.21519321,-0.9981228,-0.8622826,-0.98553574,-0.8622826,-0.9986509,-0.7289763,-0.7289763,0.39099124,-0.9985471,-0.7289763,-0.67041534,-0.7289763,-0.6490659
2025-03-17,82610.61750343916,21638031633.118767,1638672153483.722,-0.02110484284098013,0.684402421839172,5.0,2.0,-0.35529494,-0.98553574,0.0,17.633797462716952,17.633797462716952,22.0,0.0,17.633797462716952,4.0,37.0,9.0,9.0,28.0,19.0,9.0,1.0,-0.9987489,-0.59567004,-0.59567004,0.9971757,-0.99897134,-0.59567004,-0.35529494,-0.9985529,-0.8622826,-0.8622826,-0.21519321,-0.9981228,-0.8622826,-0.98553574,-0.67041534,-0.9986509,-0.7289763,-0.7289763,0.39099124,-0.9985471,-0.7289763,-0.67041534,-0.6417458
2025-03-18,84075.36559694471,19659366246.596867,1667799227887.438,0.017730748634636084,0.688703172906525,5.0,2.0,-0.9742788,-0.8532355,5.0,0.0,17.633797462716952,17.633797462716952,22.0,0.0,17.633797462716952,2.0,37.0,9.0,9.0,28.0,19.0,9.0,-0.35529494,-0.9987489,-0.59567004,-0.59567004,0.9971757,-0.99897134,-0.59567004,-0.98553574,-0.9985529,-0.8622826,-0.8622826,-0.21519321,-0.9981228,-0.8622826,-0.91375715,-0.67041534,-0.9986509,-0.7289763,-0.7289763,0.39099124,-0.9985471,-0.7289763,-0.6721635
2025-03-19,82780.03048688271,24557570268.85276,1642578274105.806,-0.015406832915503599,0.6888679798078883,5.0,2.0,-0.9954228,-0.99880534,5.0,5.0,0.0,17.633797462716952,17.633797462716952,22.0,0.0,2.0,2.0,37.0,9.0,9.0,28.0,19.0,-0.9742788,-0.35529494,-0.9987489,-0.59567004,-0.59567004,0.9971757,-0.99897134,-0.8532355,-0.98553574,-0.9985529,-0.8622826,-0.8622826,-0.21519321,-0.9981228,-0.99711406,-0.91375715,-0.67041534,-0.9986509,-0.7289763,-0.7289763,0.39099124,-0.9985471,-0.7056807
2025-03-20,86815.44109470697,33871216993.304657,1721565138141.278,0.0487486001646702,0.7133437012307643,17.633797462716952,9.0,-0.59567004,-0.8622826,5.0,5.0,5.0,0.0,17.633797462716952,17.633797462716952,22.0,2.0,2.0,2.0,37.0,9.0,9.0,28.0,-0.9954228,-0.9742788,-0.35529494,-0.9987489,-0.59567004,-0.59567004,0.9971757,-0.99880534,-0.8532355,-0.98553574,-0.9985529,-0.8622826,-0.8622826,-0.21519321,-0.7289763,-0.99711406,-0.91375715,-0.67041534,-0.9986509,-0.7289763,-0.7289763,0.39099124,-0.6719844
2025-03-21,84270.84358966233,27579127651.06656,1672550706502.8184,-0.0293104253455182,0.7194087684044188,22.5,8.0,-0.9931332,-0.99546516,17.633797462716952,5.0,5.0,5.0,0.0,17.633797462716952,17.633797462716952,9.0,2.0,2.0,2.0,37.0,9.0,9.0,-0.59567004,-0.9954228,-0.9742788,-0.35529494,-0.9987489,-0.59567004,-0.59567004,-0.8622826,-0.99880534,-0.8532355,-0.98553574,-0.9985529,-0.8622826,-0.8622826,-0.9942992,-0.7289763,-0.99711406,-0.91375715,-0.67041534,-0.9986509,-0.7289763,-0.7289763,-0.84514564
2025-03-22,84009.532917822,18091004975.919056,1666749159154.2927,-0.0031008431945065418,0.7174934186089749,12.0,2.0,-0.99296,-0.99185383,22.5,17.633797462716952,5.0,5.0,5.0,0.0,17.633797462716952,8.0,9.0,2.0,2.0,2.0,37.0,9.0,-0.9931332,-0.59567004,-0.9954228,-0.9742788,-0.35529494,-0.9987489,-0.59567004,-0.99546516,-0.8622826,-0.99880534,-0.8532355,-0.98553574,-0.9985529,-0.8622826,-0.9924069,-0.9942992,-0.7289763,-0.99711406,-0.91375715,-0.67041534,-0.9986509,-0.7289763,-0.8780745
2025-03-23,83793.30854192551,7771134681.982918,1662574363663.653,-0.0025738076190472414,0.7127616377143182,17.633797462716952,9.0,-0.59567004,-0.8622826,12.0,22.5,17.633797462716952,5.0,5.0,5.0,0.0,2.0,8.0,9.0,2.0,2.0,2.0,37.0,-0.99296,-0.9931332,-0.59567004,-0.9954228,-0.9742788,-0.35529494,-0.9987489,-0.99185383,-0.99546516,-0.8622826,-0.99880534,-0.8532355,-0.98553574,-0.9985529,-0.7289763,-0.9924069,-0.9942992,-0.7289763,-0.99711406,-0.91375715,-0.67041534,-0.9986509,-0.8780746
2025-03-24,85787.70914901773,12617587530.619724,1702009594329.4495,0.023801430469765128,0.7163427538459732,6.0,1.0,-0.35529494,-0.98553574,17.633797462716952,12.0,22.5,17.633797462716952,5.0,5.0,5.0,9.0,2.0,8.0,9.0,2.0,2.0,2.0,-0.59567004,-0.99296,-0.9931332,-0.59567004,-0.9954228,-0.9742788,-0.35529494,-0.8622826,-0.99185383,-0.99546516,-0.8622826,-0.99880534,-0.8532355,-0.98553574,-0.67041534,-0.7289763,-0.9924069,-0.9942992,-0.7289763,-0.99711406,-0.91375715,-0.67041534,-0.83704513
2025-03-25,87327.72969669085,27270889835.1835,1732715331970.134,0.017951528988820797,0.7196746958317415,0.0,7.0,0.87746215,-0.9978575,6.0,17.633797462716952,12.0,22.5,17.633797462716952,5.0,5.0,1.0,9.0,2.0,8.0,9.0,2.0,2.0,-0.35529494,-0.59567004,-0.99296,-0.9931332,-0.59567004,-0.9954228,-0.9742788,-0.98553574,-0.8622826,-0.99185383,-0.99546516,-0.8622826,-0.99880534,-0.8532355,-0.06019768,-0.67041534,-0.7289763,-0.9924069,-0.9942992,-0.7289763,-0.99711406,-0.91375715,-0.7607679
